County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Ontario,2010,2325,616,109,115,71,321,1709,107,376,569,657
Ontario,2011,2174,624,73,116,86,349,1550,75,289,589,597
Ontario,2012,2225,640,65,126,72,377,1585,69,340,571,605
Ontario,2013,2250,663,88,109,106,360,1587,103,389,565,530
Ontario,2014,1987,588,60,98,84,346,1399,98,368,510,423
Ontario,2015,1972,607,76,111,81,339,1365,111,364,446,444
Ontario,2016,1945,596,67,99,77,353,1349,106,310,501,432
Ontario,2017,1908,589,99,91,79,320,1319,156,293,456,414
Orange,1970,1642,792,247,146,8,391,850,372,47,122,309
Orange,1971,2237,882,191,204,15,472,1355,411,116,335,493
Orange,1972,2734,875,206,212,20,437,1859,321,294,578,666
Orange,1973,3245,842,166,201,28,447,2403,405,571,748,679
Orange,1974,4066,1039,236,203,53,547,3027,404,825,970,828
Orange,1975,4980,1357,354,297,58,648,3623,467,815,1176,1165
Orange,1976,5105,1372,185,384,68,735,3733,367,740,1271,1355
Orange,1977,4966,1359,117,334,82,826,3607,184,744,1365,1314
Orange,1978,5258,1481,75,420,101,885,3777,141,779,1342,1515
Orange,1979,5585,1473,63,405,120,885,4112,165,1003,1539,1405
Orange,1980,6190,1626,116,451,123,936,4564,223,1105,1698,1538
Orange,1981,6096,1451,67,427,134,823,4645,204,1199,1724,1518
Orange,1982,6204,1531,134,476,143,778,4673,318,1339,1424,1592
Orange,1983,6972,1772,191,564,190,827,5200,365,1833,1365,1637
Orange,1984,6440,1540,149,500,186,705,4900,302,1504,1431,1663
Orange,1985,6106,1611,170,511,176,754,4495,237,1152,1419,1687
Orange,1986,6997,1800,159,578,191,872,5197,340,1335,1606,1916
Orange,1987,7879,2034,357,599,179,899,5845,542,1476,1990,1837
Orange,1988,9282,2170,578,564,169,859,7112,1070,1440,2207,2395
Orange,1989,9641,2393,713,536,214,930,7248,905,1439,2335,2569
Orange,1990,9518,2288,526,629,208,925,7230,664,1541,2459,2566
Orange,1991,9271,2286,479,608,185,1014,6985,538,1490,2268,2689
Orange,1992,9464,2221,478,658,210,875,7243,666,1525,2328,2724
Orange,1993,9376,2211,458,636,216,901,7165,736,1422,2214,2793
Orange,1994,9337,2366,471,649,215,1031,6971,777,1323,2203,2668
Orange,1995,9474,2170,427,579,192,972,7304,744,1222,2473,2865
Orange,1996,9616,2392,565,620,194,1013,7224,701,1303,2248,2972
Orange,1997,9994,2510,568,639,229,1074,7484,775,1242,2460,3007
Orange,1998,9692,2468,577,589,225,1077,7224,758,1316,2374,2776
Orange,1999,9722,2347,501,513,221,1112,7375,713,1417,2518,2727
Orange,2000,9834,2507,497,606,246,1158,7327,706,1623,2217,2781
Orange,2001,9555,2542,473,604,229,1236,7013,705,1641,2217,2450
Orange,2002,9277,2604,527,581,195,1301,6673,713,1439,2053,2468
Orange,2003,9394,2537,505,575,201,1256,6857,744,1499,2129,2485
Orange,2004,9186,2454,578,550,170,1156,6732,837,1596,1992,2307
Orange,2005,9709,2670,637,558,213,1262,7039,1120,1516,2005,2398
Orange,2006,9865,2832,684,620,220,1308,7033,1174,1564,1975,2320
Orange,2007,9746,2734,565,584,234,1351,7012,999,1541,1958,2514
Orange,2008,9380,2541,499,602,226,1214,6839,994,1316,2203,2326
Orange,2009,10026,2460,463,627,196,1174,7566,1145,1289,2726,2406
Orange,2010,9904,2451,441,577,263,1170,7453,1151,1358,2631,2313
Orange,2011,9103,2331,367,587,200,1177,6772,944,1116,2520,2192
Orange,2012,8717,2249,395,583,161,1110,6468,1009,1028,2478,1953
Orange,2013,8685,2243,480,498,192,1073,6442,1215,1040,2257,1930
Orange,2014,8965,2367,536,510,212,1109,6598,1300,1213,2210,1875
Orange,2015,8991,2449,516,519,236,1178,6542,1349,1117,2098,1978
Orange,2016,9179,2414,522,516,178,1198,6765,1558,1095,2054,2058
Orange,2017,9526,2481,594,527,206,1154,7045,1715,1183,2049,2098
Orleans,1970,111,44,1,17,1,25,67,14,4,20,29
Orleans,1971,211,79,15,17,4,43,132,25,14,35,58
Orleans,1972,277,80,9,16,3,52,197,19,41,65,72
Orleans,1973,422,108,16,23,3,66,314,35,74,68,137
Orleans,1974,469,112,23,32,3,54,357,38,102,74,143
Orleans,1975,515,127,12,35,7,73,388,32,97,119,140
Orleans,1976,562,133,20,32,8,73,429,40,120,100,169
Orleans,1977,498,106,9,28,12,57,392,12,111,106,163
Orleans,1978,473,109,2,13,21,73,364,3,123,110,128
Orleans,1979,519,130,2,25,18,85,389,7,96,128,158
Orleans,1980,680,178,4,52,27,95,502,4,135,133,230
Orleans,1981,722,176,20,50,23,83,546,13,136,177,220
Orleans,1982,738,146,3,49,26,68,592,10,205,164,213
Orleans,1983,735,155,3,50,23,79,580,32,187,145,216
Orleans,1984,718,145,4,52,18,71,573,8,166,185,214
Orleans,1985,595,186,2,54,28,102,409,7,91,138,173
Orleans,1986,637,175,11,62,13,89,462,7,136,124,195
Orleans,1987,746,148,11,55,24,58,598,11,142,186,259
Orleans,1988,683,158,11,44,36,67,525,11,162,149,203
Orleans,1989,781,187,19,41,44,83,594,4,205,148,237
Orleans,1990,1019,237,23,58,46,110,782,17,285,197,283
Orleans,1991,1028,242,22,70,61,89,786,18,250,226,292
Orleans,1992,918,243,28,57,47,111,675,16,180,216,263
Orleans,1993,975,226,32,47,41,106,749,18,225,210,296
Orleans,1994,926,238,49,65,51,73,688,8,216,197,267
Orleans,1995,867,200,20,53,36,91,667,20,179,183,285
Orleans,1996,936,250,20,72,40,118,686,11,193,185,297
Orleans,1997,932,247,43,55,41,108,685,12,211,198,264
Orleans,1998,930,238,39,72,38,89,692,24,225,151,292
Orleans,1999,840,213,23,47,55,88,627,30,208,167,222
Orleans,2000,763,189,33,39,26,91,574,23,174,134,243
Orleans,2001,704,207,53,37,31,86,497,29,98,140,230
Orleans,2002,772,225,27,49,34,115,547,8,137,116,286
Orleans,2003,773,257,53,56,26,122,516,32,129,113,242
Orleans,2004,829,260,30,60,23,147,569,19,110,120,320
Orleans,2005,864,243,60,47,23,113,621,45,161,118,297
Orleans,2006,939,296,57,70,34,135,643,43,154,145,301
Orleans,2007,846,267,77,56,30,104,579,44,120,129,286
Orleans,2008,809,241,50,58,15,118,568,40,134,122,272
Orleans,2009,877,302,59,66,28,149,575,33,123,170,249
Orleans,2010,929,335,81,72,42,140,594,40,152,170,232
Orleans,2011,857,248,47,64,22,115,609,43,107,214,245
Orleans,2012,905,281,53,47,30,151,624,28,130,205,261
Orleans,2013,848,279,41,63,27,148,569,44,129,160,236
Orleans,2014,692,235,64,57,17,97,457,25,81,159,192
Orleans,2015,756,259,40,44,20,155,497,45,102,155,195
Orleans,2016,853,259,52,33,23,151,594,46,117,203,228
Orleans,2017,965,312,53,48,27,184,653,57,148,190,258
Oswego,1970,134,97,10,8,1,78,37,11,1,14,11
Oswego,1971,372,142,31,19,4,88,230,45,37,92,56
Oswego,1972,700,153,17,17,8,111,547,71,113,202,161
Oswego,1973,740,179,47,29,6,97,561,86,128,228,119
Oswego,1974,965,236,46,39,5,146,729,111,146,272,200
Oswego,1975,1127,252,22,41,9,180,875,151,130,352,242
Oswego,1976,1083,255,62,50,6,137,828,130,136,348,214
Oswego,1977,1037,235,28,57,8,142,802,59,204,314,225
Oswego,1978,1529,295,15,58,17,205,1234,46,416,445,327
Oswego,1979,1626,262,19,62,11,170,1364,31,422,540,371
Oswego,1980,1561,253,19,57,21,156,1308,23,345,564,376
Oswego,1981,1569,282,16,65,15,186,1287,22,359,526,380
Oswego,1982,1657,302,15,87,30,170,1355,25,470,477,383
Oswego,1983,1751,340,33,98,35,174,1411,30,455,494,432
Oswego,1984,1930,311,18,98,13,182,1619,25,675,496,423
Oswego,1985,1855,400,22,107,24,247,1455,15,558,473,409
Oswego,1986,2067,411,36,112,19,244,1656,49,587,540,480
Oswego,1987,1859,343,24,87,13,219,1516,24,476,577,439
Oswego,1988,2183,435,14,124,27,270,1748,23,636,568,521
Oswego,1989,2363,432,34,105,35,258,1931,34,677,618,602
Oswego,1990,2571,564,52,125,47,340,2007,31,696,647,633
Oswego,1991,2417,549,25,145,37,342,1868,26,637,584,621
Oswego,1992,2589,602,51,152,49,350,1987,22,628,590,747
Oswego,1993,2502,529,27,169,61,272,1973,27,641,558,747
Oswego,1994,2513,604,23,157,76,348,1909,20,612,552,725
Oswego,1995,2466,545,30,147,56,312,1921,30,480,586,825
Oswego,1996,2532,523,37,150,53,283,2009,35,512,551,911
Oswego,1997,2461,530,53,148,46,283,1931,38,414,568,911
Oswego,1998,2637,637,42,173,65,357,2000,22,481,559,938
Oswego,1999,2464,599,47,166,61,325,1865,34,431,482,918
Oswego,2000,2401,620,53,149,59,359,1781,25,406,476,874
Oswego,2001,2627,699,61,168,77,393,1928,30,442,565,891
Oswego,2002,2533,621,50,163,83,325,1912,43,471,517,881
Oswego,2003,2426,637,53,157,73,354,1789,44,467,454,824
Oswego,2004,2608,763,46,169,90,458,1845,66,542,486,751
Oswego,2005,2741,712,42,196,77,397,2029,55,506,636,832
Oswego,2006,2532,718,72,152,80,414,1814,55,501,464,794
Oswego,2007,2420,695,63,167,71,394,1725,72,453,500,700
Oswego,2008,2943,803,99,163,83,458,2140,105,610,621,804
Oswego,2009,2998,764,85,167,86,426,2234,94,619,684,837
Oswego,2010,2892,766,53,182,90,441,2126,104,467,685,870
Oswego,2011,3178,891,94,206,91,500,2287,187,472,728,900
Oswego,2012,3214,1010,102,215,48,645,2204,171,350,804,879
Oswego,2013,3029,936,150,160,57,569,2093,176,350,792,775
Oswego,2014,2778,816,123,149,61,483,1962,185,371,707,699
Oswego,2015,2872,846,158,196,55,437,2026,199,371,758,698
Oswego,2016,2784,787,122,167,57,441,1997,216,366,759,656
Oswego,2017,2597,760,83,182,53,442,1837,189,357,643,648
Otsego,1970,98,72,10,14,0,48,26,6,0,4,16
Otsego,1971,219,107,30,16,5,56,112,13,42,20,37
Otsego,1972,435,107,26,15,3,63,328,32,99,82,115
Otsego,1973,466,120,45,17,6,52,346,56,107,92,91
Otsego,1974,599,147,46,16,3,82,452,83,116,138,115
Otsego,1975,666,138,25,20,5,88,528,67,101,247,113
Otsego,1976,712,121,32,15,5,69,591,78,81,277,155
Otsego,1977,605,110,9,10,8,83,495,37,76,267,115
Otsego,1978,657,105,7,17,8,73,552,4,100,291,157
Otsego,1979,866,126,7,17,13,89,740,15,191,347,187
Otsego,1980,919,171,9,48,12,102,748,14,228,300,206
Otsego,1981,1069,199,16,36,12,135,870,14,356,309,191
Otsego,1982,982,153,12,34,15,92,829,15,349,261,204
Otsego,1983,920,158,6,31,21,100,762,11,291,248,212
Otsego,1984,1176,194,20,39,20,115,982,19,418,265,280
Otsego,1985,1390,220,6,71,30,113,1170,39,482,379,270
Otsego,1986,1288,211,18,32,32,129,1077,12,407,357,301
Otsego,1987,1420,206,7,57,27,115,1214,14,433,443,324
Otsego,1988,1544,203,12,49,30,112,1341,27,493,445,376
Otsego,1989,1596,260,19,67,32,142,1336,14,487,401,434
Otsego,1990,1615,257,22,66,34,135,1358,28,610,333,387
Otsego,1991,1421,245,10,62,22,151,1176,14,467,292,403
Otsego,1992,1516,258,13,68,22,155,1258,7,449,364,438
Otsego,1993,1445,286,5,89,27,165,1159,14,320,333,492
Otsego,1994,1413,271,13,58,35,165,1142,14,330,313,485
Otsego,1995,1469,235,19,59,27,130,1234,24,281,356,573
Otsego,1996,1753,378,38,82,35,223,1375,33,370,387,585
Otsego,1997,1610,317,23,74,33,187,1293,27,338,351,577
Otsego,1998,1418,277,16,58,42,161,1141,24,384,274,459
Otsego,1999,1474,286,7,67,30,182,1188,29,358,284,517
Otsego,2000,1469,338,12,89,29,208,1131,16,324,293,498
Otsego,2001,1306,324,10,88,30,196,982,27,287,216,452
Otsego,2002,1328,303,35,73,35,160,1025,42,294,289,400
Otsego,2003,1428,336,35,59,36,206,1092,52,357,275,408
Otsego,2004,1349,317,43,71,31,172,1032,43,374,237,378
Otsego,2005,1240,317,39,65,49,164,923,37,300,234,352
Otsego,2006,1396,425,45,91,39,250,971,56,312,192,411
Otsego,2007,1353,430,49,81,46,254,923,37,301,197,388
Otsego,2008,1419,447,64,81,54,248,972,49,299,283,341
Otsego,2009,1542,429,57,94,53,225,1113,83,372,300,358
Otsego,2010,1679,464,74,83,67,240,1215,89,358,321,447
Otsego,2011,1547,427,76,83,44,224,1120,91,291,335,403
Otsego,2012,1624,428,81,79,40,228,1196,99,283,372,442
Otsego,2013,1339,403,72,85,36,210,936,70,218,304,344
Otsego,2014,1270,366,80,63,34,189,904,86,226,304,288
Otsego,2015,1201,331,55,56,37,183,870,90,206,297,277
Otsego,2016,1143,339,67,52,37,183,804,103,184,241,276
Otsego,2017,1064,307,45,72,26,164,757,92,177,239,249
Putnam,1970,474,154,34,31,1,88,320,79,111,35,95
Putnam,1971,696,190,43,28,7,112,506,127,161,59,159
Putnam,1972,681,161,35,27,7,92,520,98,195,84,143
Putnam,1973,705,185,63,29,6,87,520,126,184,78,132
Putnam,1974,830,227,47,41,6,133,603,108,219,117,159
Putnam,1975,956,275,37,57,7,174,681,105,232,157,187
Putnam,1976,1221,282,60,59,10,153,939,151,315,227,246
Putnam,1977,1012,252,25,56,8,163,760,61,251,214,234
Putnam,1978,1017,214,16,49,10,139,803,22,320,250,211
Putnam,1979,1151,267,12,69,4,182,884,43,337,251,253
Putnam,1980,1317,298,31,54,5,208,1019,53,461,246,259
Putnam,1981,1392,318,29,89,5,195,1074,65,523,234,252
Putnam,1982,1611,282,37,71,12,162,1329,69,772,208,280
Putnam,1983,1436,240,28,78,24,110,1196,60,659,190,287
Putnam,1984,1346,252,34,64,10,144,1094,52,583,202,257
Putnam,1985,1273,267,42,55,4,166,1006,55,505,222,224
Putnam,1986,1610,335,70,89,7,169,1275,154,522,290,309
Putnam,1987,1727,265,59,68,9,129,1462,161,647,301,353
Putnam,1988,1596,340,74,75,13,178,1256,117,526,266,347
Putnam,1989,1828,404,114,91,11,188,1424,180,529,287,428
Putnam,1990,2096,421,104,83,19,215,1675,140,629,395,511
Putnam,1991,2099,472,132,93,18,229,1627,167,696,301,463
Putnam,1992,1836,404,77,79,24,224,1432,83,629,262,458
Putnam,1993,1737,425,129,86,18,192,1312,93,512,213,494
Putnam,1994,1562,352,90,71,19,172,1210,80,458,281,391
Putnam,1995,1423,367,120,62,25,160,1056,81,375,220,380
Putnam,1996,1321,364,71,88,23,182,957,83,301,219,354
Putnam,1997,1345,319,57,66,15,181,1026,60,379,219,368
Putnam,1998,1429,312,58,72,17,165,1117,71,370,221,455
Putnam,1999,1459,353,75,58,21,199,1106,61,384,240,421
Putnam,2000,1292,270,51,66,13,140,1022,68,357,197,400
Putnam,2001,1225,262,38,56,12,156,963,65,277,203,418
Putnam,2002,1383,318,40,78,15,185,1065,142,280,180,463
Putnam,2003,1436,335,64,68,17,186,1101,78,373,216,434
Putnam,2004,1363,308,54,44,22,188,1055,89,416,176,374
Putnam,2005,1532,386,77,94,15,200,1146,82,379,206,479
Putnam,2006,1476,339,55,99,20,165,1137,103,387,188,459
Putnam,2007,1444,340,76,70,26,168,1104,110,392,170,432
Putnam,2008,1714,434,98,87,40,209,1280,108,553,181,438
Putnam,2009,1565,356,80,80,51,145,1209,134,494,187,394
Putnam,2010,1651,375,93,69,56,157,1276,185,442,213,436
Putnam,2011,1564,375,100,67,43,165,1189,190,452,178,369
Putnam,2012,1524,379,109,45,56,169,1145,256,398,159,332
Putnam,2013,1500,331,103,47,53,128,1169,200,430,190,349
Putnam,2014,1271,334,86,52,47,149,937,187,347,155,248
Putnam,2015,1169,276,68,47,42,119,893,185,342,122,244
Putnam,2016,1395,314,82,45,41,146,1081,230,445,141,265
Putnam,2017,1439,338,111,47,64,116,1101,305,413,117,266
Queens,1970,13267,8249,2038,2012,13,4186,5018,2405,471,1108,1034
Queens,1971,15971,9515,1887,2417,15,5196,6456,2087,561,1919,1889
Queens,1972,17713,9558,1202,3118,7,5231,8155,1289,716,2775,3375
Queens,1973,16227,8759,802,3424,10,4523,7468,836,789,2907,2936
Queens,1974,20210,10204,838,3956,8,5402,10006,1005,966,3903,4132
Queens,1975,19913,10504,688,4385,3,5428,9409,978,809,4094,3528
Queens,1976,21162,12125,999,4726,4,6396,9037,949,738,3953,3397
Queens,1977,21332,12278,982,4626,5,6665,9054,770,574,4256,3454
Queens,1978,21894,12214,804,4932,3,6475,9680,1147,540,3783,4210
Queens,1979,23575,13233,1208,5172,20,6833,10342,1326,563,4309,4144
Queens,1980,23510,14003,1412,5489,19,7083,9507,1389,491,4040,3587
Queens,1981,23294,13195,1301,5900,12,5982,10099,2088,475,3740,3796
Queens,1982,24998,13730,1206,6353,78,6093,11268,2045,699,4399,4125
Queens,1983,24628,13431,1623,5912,56,5840,11197,1796,1092,4346,3963
Queens,1984,27060,13601,1726,5887,30,5958,13459,2742,1581,4222,4914
Queens,1985,28208,13824,2208,6002,18,5596,14384,2805,1550,4371,5658
Queens,1986,32174,17931,4166,7229,19,6517,14243,3015,1425,4332,5471
Queens,1987,36291,19762,4680,7886,15,7181,16529,3666,1405,5557,5901
Queens,1988,41229,22782,6526,8118,25,8113,18447,4650,1577,5902,6318
Queens,1989,40802,22416,5827,8560,31,7998,18386,5119,1400,5859,6008
Queens,1990,38183,21573,5759,8759,23,7032,16610,4235,1281,5388,5706
Queens,1991,37470,20836,5236,8931,16,6653,16634,3850,1373,5526,5885
Queens,1992,36400,19495,4836,8690,27,5942,16905,3254,1475,5956,6220
Queens,1993,37162,19050,4714,8584,14,5738,18112,2907,1326,7073,6806
Queens,1994,43384,19616,4557,8648,32,6379,23768,4733,1327,8149,9559
Queens,1995,45204,19846,4069,8771,34,6972,25358,5547,1768,7971,10072
Queens,1996,44602,19947,4475,7830,180,7462,24655,5688,1154,7782,10031
Queens,1997,48734,19923,3801,8247,180,7695,28811,8268,1212,7980,11351
Queens,1998,52226,20006,4551,7926,214,7315,32220,10620,1284,7979,12337
Queens,1999,50153,18753,3711,7201,207,7634,31400,10485,970,7601,12344
Queens,2000,51662,18076,3730,6836,196,7314,33586,12873,1032,7432,12249
Queens,2001,45767,16197,2506,6419,184,7088,29570,10608,1084,6461,11417
Queens,2002,45983,16030,2462,5943,205,7420,29953,11633,1273,6181,10866
Queens,2003,46865,15570,2158,5743,170,7499,31295,11380,1462,7582,10871
Queens,2004,46679,16692,2931,5438,252,8071,29987,7184,2098,8067,12638
Queens,2005,49486,17267,3181,5522,294,8270,32219,8040,2582,8222,13375
Queens,2006,52907,17988,3573,5613,318,8484,34919,8956,2847,8693,14423
Queens,2007,56276,18457,3524,5640,327,8966,37819,10004,2933,9803,15079
Queens,2008,56755,17809,2988,5725,284,8812,38946,10519,2848,10357,15222
Queens,2009,57239,17192,2678,5573,252,8689,40047,10468,2922,10506,16151
Queens,2010,59263,17670,2513,5583,242,9332,41593,11184,2665,11349,16395
Queens,2011,58338,17343,2406,5798,218,8921,40995,11376,2484,11493,15642
Queens,2012,56661,17903,2341,5809,245,9508,38758,9449,2493,11304,15512
Queens,2013,60676,19579,2631,6022,340,10586,41097,8996,2632,12385,17084
Queens,2014,60462,19032,2232,5671,330,10799,41430,8856,2557,13107,16910
Queens,2015,54137,18925,2251,5668,268,10738,35212,6145,1957,12007,15103
Queens,2016,50600,18359,1930,5306,327,10796,32241,5616,1839,10364,14422
Queens,2017,45163,16333,1862,5268,275,8928,28830,5578,1716,8547,12989
Rensselaer,1970,381,239,73,45,0,121,142,94,0,18,30
Rensselaer,1971,716,273,40,64,1,168,443,202,39,85,117
Rensselaer,1972,1088,392,128,71,6,187,696,199,57,153,287
